%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1663860123246829837,0.0,0.0,0.0,0.0,0.0,0.0
1663860123321773397,0.0,0.0,0.0,0.0,0.0,0.0
1663860123397207741,0.0,0.0,0.0,0.0,0.0,0.0
1663860123472604929,0.0,0.0,0.0,0.0,0.0,0.0
1663860123547703330,0.0,0.0,0.0,0.0,0.0,0.0
1663860123622149260,0.0,0.0,0.0,0.0,0.0,0.0
1663860123696956697,0.0,0.0,0.0,0.0,0.0,0.0
1663860123772365199,0.0,0.0,0.0,0.0,0.0,0.0
1663860123847458641,0.0,0.0,0.0,0.0,0.0,0.0
1663860123923796959,0.0,0.0,0.0,0.0,0.0,0.0
1663860123998946345,0.0,0.0,0.0,0.0,0.0,0.0
1663860124074816228,0.0,0.0,0.0,0.0,0.0,0.0
1663860124149861199,0.0,0.0,0.0,0.0,0.0,0.0
1663860124224476778,0.0,0.0,0.0,0.0,0.0,0.0
1663860124301135604,0.0,0.0,0.0,0.0,0.0,0.0
1663860124376303777,0.0,0.0,0.0,0.0,0.0,0.0
1663860124451905395,0.0,0.0,0.0,0.0,0.0,0.0
1663860124528140276,0.0,0.0,0.0,0.0,0.0,0.0
1663860124602925642,0.0,0.0,0.0,0.0,0.0,0.0
1663860124679262144,0.0,0.0,0.0,0.0,0.0,0.0
1663860124753724278,0.0,0.0,0.0,0.0,0.0,0.0
1663860124828933100,0.0,0.0,0.0,0.0,0.0,0.0
1663860124903850259,0.0,0.0,0.0,0.0,0.0,0.0
1663860124979487147,0.0,0.0,0.0,0.0,0.0,0.0
1663860125056768969,0.0,0.0,0.0,0.0,0.0,0.0
1663860125131556082,0.0,0.0,0.0,0.0,0.0,0.0
1663860125207975347,0.0,0.0,0.0,0.0,0.0,0.0
1663860125283487566,0.0,0.0,0.0,0.0,0.0,0.0
1663860125358582055,0.0,0.0,0.0,0.0,0.0,0.0
1663860125433694565,0.0,0.0,0.0,0.0,0.0,0.0
1663860125510271954,0.0,0.0,0.0,0.0,0.0,0.0
1663860125598481989,0.0,0.0,0.0,0.0,0.0,0.0
1663860125686012036,0.0231843981892,0.0,0.0,0.0,0.0,0.00897228997201
1663860125774589025,0.081751793623,0.0,0.0,0.0,0.0,0.0269156470895
