%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1663859860867278746,0.0,0.0,0.0,0.0,0.0,0.0
1663859860942280136,0.0,0.0,0.0,0.0,0.0,0.0
1663859861018159657,0.0,0.0,0.0,0.0,0.0,0.0
1663859861093612649,0.0,0.0,0.0,0.0,0.0,0.0
1663859861169268395,0.0,0.0,0.0,0.0,0.0,0.0
1663859861244045240,0.0,0.0,0.0,0.0,0.0,0.0
1663859861319561649,0.0,0.0,0.0,0.0,0.0,0.0
1663859861393888079,0.0,0.0,0.0,0.0,0.0,0.0
1663859861470752452,0.0,0.0,0.0,0.0,0.0,0.0
1663859861545075669,0.0,0.0,0.0,0.0,0.0,0.0
1663859861621181551,0.0,0.0,0.0,0.0,0.0,0.0
1663859861697296581,0.0,0.0,0.0,0.0,0.0,0.0
1663859861773201106,0.0,0.0,0.0,0.0,0.0,0.0
1663859861848314803,0.0,0.0,0.0,0.0,0.0,0.0
1663859861923454690,0.0,0.0,0.0,0.0,0.0,0.0
1663859862000074753,0.0,0.0,0.0,0.0,0.0,0.0
1663859862074512652,-0.00141275592614,0.0,0.0,0.0,0.0,-0.0103879114613
1663859862150676433,0.0,0.0,0.0,0.0,0.0,0.0
1663859862230028881,0.0,0.0,0.0,0.0,0.0,0.0
1663859862320698775,-0.00976162962615,0.0,0.0,0.0,0.0,0.0
1663859862400035439,-0.05612937361,0.0,0.0,0.0,0.0,-0.0179441720247
1663859862479598044,-0.046433698386,0.0,0.0,0.0,0.0,0.0
1663859862553923985,0.00141286745202,0.0,0.0,0.0,0.0,-0.0103887319565
1663859862629410501,0.0042386027053,0.0,0.0,0.0,0.0,0.0103887319565
1663859862704507156,0.00145105307456,0.0,0.0,0.0,0.0,0.0106695080176
1663859862780483968,0.00141286745202,0.0,0.0,0.0,0.0,0.0103887319565
1663859862855515809,0.0,0.0,0.0,0.0,0.0,0.0
1663859862931270312,0.0,0.0,0.0,0.0,0.0,0.0
1663859863018816563,0.00122020370327,0.0,0.0,0.0,0.0,0.00897208601236
1663859863107519966,0.0317252986133,0.0,0.0,0.0,0.0,0.0179441720247
1663859863194367511,0.0841940566897,0.0,0.0,0.0,0.0,0.0269162598997
1663859863282243698,0.14642444253,0.0,0.0,0.0,0.0,0.0179441720247
1663859863369999267,0.218416467309,0.0,0.0,0.0,0.0,-0.00897208601236
1663859863457698682,0.295289307833,0.0,0.0,0.0,0.0,-0.0538325197995
1663859863546691584,0.323354005814,0.0,0.0,0.0,0.0,-0.00897208601236
1663859863633884151,0.32091358304,0.0,0.0,0.0,0.0,-0.00897208601236
1663859863722852957,0.319693386555,0.0,0.0,0.0,0.0,-0.0179441720247
1663859863810629200,0.306271135807,0.0,0.0,0.0,0.0,0.0269162598997
1663859863898018025,0.305050939322,0.0,0.0,0.0,0.0,0.0179441720247
1663859863986248314,0.309931755066,0.0,0.0,0.0,0.0,0.0179441720247
1663859864074709294,0.305050939322,0.0,0.0,0.0,0.0,0.0
1663859864162459066,0.307491332293,0.0,0.0,0.0,0.0,-0.0358883440495
1663859864250713731,0.308894068003,0.0,0.0,0.0,0.0,0.0269321743399
1663859864338373127,0.302610516548,0.0,0.0,0.0,0.0,0.0
1663859864427201898,0.303830742836,0.0,0.0,0.0,0.0,-0.00897208601236
