%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1663860633331541357,0.0,0.0,0.0,0.0,0.0,0.0
1663860633406507895,0.0,0.0,0.0,0.0,0.0,0.0
1663860633482843908,0.0,0.0,0.0,0.0,0.0,0.0
1663860633558105811,0.0,0.0,0.0,0.0,0.0,0.0
1663860633633043853,0.0,0.0,0.0,0.0,0.0,0.0
1663860633708036233,0.0,0.0,0.0,0.0,0.0,0.0
1663860633784208674,0.0,0.0,0.0,0.0,0.0,0.0
1663860633859611240,0.0,0.0,0.0,0.0,0.0,0.0
1663860633936097624,0.0,0.0,0.0,0.0,0.0,0.0
1663860634011372937,0.0,0.0,0.0,0.0,0.0,0.0
1663860634087177657,0.0,0.0,0.0,0.0,0.0,0.0
1663860634162035729,0.0,0.0,0.0,0.0,0.0,0.0
1663860634237001149,0.0,0.0,0.0,0.0,0.0,0.0
1663860634312271154,0.0,0.0,0.0,0.0,0.0,0.0
1663860634388715423,0.0,0.0,0.0,0.0,0.0,0.0
1663860634463683986,0.0,0.0,0.0,0.0,0.0,0.0
1663860634538211074,0.0,0.0,0.0,0.0,0.0,0.0
1663860634614377998,0.0,0.0,0.0,0.0,0.0,0.0
1663860634689171955,0.0,0.0,0.0,0.0,0.0,0.0
1663860634763922818,0.0,0.0,0.0,0.0,0.0,0.0
1663860634839353601,0.0,0.0,0.0,0.0,0.0,0.0
1663860634915305549,0.0,0.0,0.0,0.0,0.0,0.0
1663860634991734522,0.0,0.0,0.0,0.0,0.0,0.0
1663860635067317701,0.0,0.0,0.0,0.0,0.0,0.0
1663860635143468422,0.0,0.0,0.0,0.0,0.0,0.0
1663860635218499564,0.0,0.0,0.0,0.0,0.0,0.0
1663860635293988246,0.0,0.0,0.0,0.0,0.0,0.0
1663860635373037926,0.0,0.0,0.0,0.0,0.0,0.0
1663860635462173796,0.00610101874918,0.0,0.0,0.0,0.0,0.00897208601236
1663860635550630934,0.0512485578656,0.0,0.0,0.0,0.0,0.0
1663860635639072707,0.119579970837,0.0,0.0,0.0,0.0,0.0179441720247
1663860635727254736,0.206015795469,0.0,0.0,0.0,0.0,-0.00918073952198
1663860635814860492,0.267224609852,0.0,0.0,0.0,0.0,-0.0269162598997
1663860635902378526,0.31965893507,0.0,0.0,0.0,0.0,0.0
1663860635991184808,0.317252963781,0.0,0.0,0.0,0.0,0.0179441720247
1663860636078547861,0.316025584936,0.0,0.0,0.0,0.0,0.00897188205272
1663860636167348277,0.309938788414,0.0,0.0,0.0,0.0,0.017944579944
1663860636255291513,0.311144888401,0.0,0.0,0.0,0.0,-0.00897188205272
1663860636342417101,0.30871155858,0.0,0.0,0.0,0.0,0.00897208601236
1663860636430694045,0.285527676344,0.0,0.0,0.0,0.0,0.179441720247
1663860636519121571,0.296509504318,0.0,0.0,0.0,0.0,0.0448604300618
1663860636607223210,0.30871155858,0.0,0.0,0.0,0.0,0.0269162598997
1663860636695505253,0.312372148037,0.0,0.0,0.0,0.0,-0.0538325197995
1663860636783154033,0.318480402231,0.0,0.0,0.0,0.0,-0.0986951962113
1663860636870882642,0.297722935677,0.0,0.0,0.0,0.0,0.0179437641054
1663860636959172647,0.301397174597,0.0,0.0,0.0,0.0,0.00897228997201
1663860637047757808,0.300163298845,0.0,0.0,0.0,0.0,0.0
1663860637135122467,0.302617400885,0.0,0.0,0.0,0.0,0.0
1663860637210050452,0.340501070023,0.0,0.0,0.0,0.0,-0.0311661940068
1663860637298838016,0.20010432601,0.0,0.0,0.0,0.0,0.0
1663860637385729352,0.183034718037,0.0,0.0,0.0,0.0,-0.0897229015827
1663860637474320169,0.139112710953,0.0,0.0,0.0,0.0,-0.251235544682
1663860637563009116,0.0927354842424,0.0,0.0,0.0,0.0,-0.340939283371
1663860637636964402,0.074881978333,0.0,0.0,0.0,0.0,-0.509047865868
1663860637714140063,0.0353374965489,0.0,0.0,0.0,0.0,-0.239047765732
1663860637793082116,0.0042386027053,0.0,0.0,0.0,0.0,-0.0311661940068
1663860637883973341,-0.00488081481308,0.0,0.0,0.0,0.0,-0.0358883440495
1663860637971645099,0.0,0.0,0.0,0.0,0.0,-0.358883440495
1663860638060022547,-0.00122017599642,0.0,0.0,0.0,0.0,-0.708778738976
1663860638134598176,-0.0113029396161,0.0,0.0,0.0,0.0,-0.789543628693
1663860638211110053,-0.00435315910727,0.0,0.0,0.0,0.0,-0.373432785273
1663860638298269444,0.00122009287588,0.0,0.0,0.0,0.0,-0.026913812384
1663860638386002594,0.0305057875812,0.0,0.0,0.0,0.0,0.00897228997201
1663860638473408670,0.0854200869799,0.0,0.0,0.0,0.0,-0.0538361892104
1663860638562131700,0.161070644855,0.0,0.0,0.0,0.0,-0.0642666742206
1663860638641309402,0.225712046027,0.0,0.0,0.0,0.0,-0.0269132014364
1663860638719441768,0.221820190549,0.0,0.0,0.0,0.0,-0.0103887319565
1663860638793975910,0.158241152763,0.0,0.0,0.0,0.0,0.0
1663860638870251788,0.0972179323435,0.0,0.0,0.0,0.0,0.0320076607168
1663860638957463632,0.0366069450974,0.0,0.0,0.0,0.0,0.035889159888
1663860639045347572,0.0124855153263,0.0,0.0,0.0,0.0,0.201971575618
1663860639133786761,0.00244051846676,0.0,0.0,0.0,0.0,0.538349628448
1663860639221637805,-0.00610171211883,0.0,0.0,0.0,0.0,0.762714028358
1663860639297863117,-0.00435315910727,0.0,0.0,0.0,0.0,0.885569155216
1663860639372661195,0.00141275592614,0.0,0.0,0.0,0.0,0.363576889038
1663860639461316966,0.0,0.0,0.0,0.0,0.0,0.0179437641054
1663860639548987187,0.0268450919539,0.0,0.0,0.0,0.0,-0.017944579944
1663860639637718668,0.0878526717424,0.0,0.0,0.0,0.0,0.0358875282109
1663860639725218682,0.162319242954,0.0,0.0,0.0,0.0,0.0734476223588
1663860639813053034,0.232252195477,0.0,0.0,0.0,0.0,0.0734510421753
1663860639901412532,0.296516239643,0.0,0.0,0.0,0.0,0.062806032598
1663860639989327552,0.300170123577,0.0,0.0,0.0,0.0,0.125609204173
1663860640065440138,0.363106936216,0.0,0.0,0.0,0.0,-0.0103887319565
1663860640140471979,0.255729019642,0.0,0.0,0.0,0.0,-0.0727211236954
1663860640216279842,0.196393743157,0.0,0.0,0.0,0.0,-0.0311670154333
1663860640291443546,0.131369024515,0.0,0.0,0.0,0.0,-0.0311596356332
1663860640368148607,0.0777343064547,0.0,0.0,0.0,0.0,-0.0727460086346
1663860640442849604,0.0395592488348,0.0,0.0,0.0,0.0,-0.145438417792
1663860640530333275,0.0183013919741,0.0,0.0,0.0,0.0,-0.116626523435
1663860640618859139,-0.0170836281031,0.0,0.0,0.0,0.0,-0.0358899757266
1663860640706500236,-0.0671096816659,0.0,0.0,0.0,0.0,-0.0986907035112
1663860640794227239,-0.14278331399,0.0,0.0,0.0,0.0,-0.0987064093351
