%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1663860415421990649,0.0,0.0,0.0,0.0,0.0,0.0
1663860415498076626,0.0,0.0,0.0,0.0,0.0,0.0
1663860415573744594,0.00141286745202,0.0,0.0,0.0,0.0,0.0103887319565
1663860415649164480,0.0,0.0,0.0,0.0,0.0,0.0
1663860415724911510,0.0,0.0,0.0,0.0,0.0,0.0
1663860415801083742,0.0,0.0,0.0,0.0,0.0,0.0
1663860415875584779,0.0,0.0,0.0,0.0,0.0,0.0
1663860415951220689,0.0,0.0,0.0,0.0,0.0,0.0
1663860416026297229,0.0,0.0,0.0,0.0,0.0,0.0
1663860416102725225,0.0,0.0,0.0,0.0,0.0,0.0
1663860416177778647,0.0,0.0,0.0,0.0,0.0,0.0
1663860416253321247,0.0,0.0,0.0,0.0,0.0,0.0
1663860416329023717,0.0,0.0,0.0,0.0,0.0,0.0
1663860416404838983,0.0,0.0,0.0,0.0,0.0,0.0
1663860416484351301,0.0,0.0,0.0,0.0,0.0,0.0
1663860416575335907,0.00976140797138,0.0,0.0,0.0,0.0,0.0
1663860416662508638,0.0585697814822,0.0,0.0,0.0,0.0,0.0
1663860416751441266,0.131782010198,0.0,0.0,0.0,0.0,0.0
1663860416838934226,0.194012388587,0.0,0.0,0.0,0.0,-0.00897208601236
1663860416927222555,0.258565664291,0.0,0.0,0.0,0.0,-0.0896800979972
1663860417014974423,0.306250274181,0.0,0.0,0.0,0.0,-0.0448573715985
1663860417103785524,0.313585221767,0.0,0.0,0.0,0.0,0.0269156470895
1663860417190541085,0.314819723368,0.0,0.0,0.0,0.0,0.0717783197761
1663860417279139376,0.317274600267,0.0,0.0,0.0,0.0,0.0358907915652
1663860417367559847,0.314848333597,0.0,0.0,0.0,0.0,0.0179462116212
1663860417455416409,0.307456403971,0.0,0.0,0.0,0.0,0.0
1663860417542953999,0.312372148037,0.0,0.0,0.0,0.0,0.0
1663860417631783748,0.306271135807,0.0,0.0,0.0,0.0,-0.00897208601236
