58,66,56,809,1271,904,1036,759,2924,8,57,85
54,54,61,780,1260,878,1045,770,2788,8,57,85
60,53,53,836,1197,863,1025,809,2790,8,57,85
55,50,48,798,1220,879,1045,905,2521,8,57,85
62,44,52,802,1215,872,1013,787,2773,8,57,85
60,62,57,843,1212,881,1026,845,2874,8,57,85
59,54,63,824,1248,887,1088,907,2887,8,57,85
61,53,55,737,1250,878,1084,890,2900,8,57,85
57,58,60,767,1217,878,1058,794,2801,8,57,85
57,61,57,705,1260,880,1015,710,2731,8,57,85
63,55,59,782,1250,855,1026,765,2839,8,57,85
57,55,50,803,1245,838,1047,670,2802,8,57,85
54,48,54,800,1261,887,1067,862,2694,8,57,85
61,48,51,762,1252,878,1088,698,2922,8,57,85
59,58,62,754,1207,878,1014,699,2693,8,57,85
62,64,60,739,1251,880,1014,779,2821,8,57,85
60,59,55,801,1236,880,1024,741,2707,8,57,85
54,65,61,838,1173,888,1053,1003,2914,8,57,85
54,62,54,744,1239,855,1045,750,2846,8,57,85
60,63,58,776,1265,895,1073,745,2628,8,57,85
59,62,57,832,1225,878,1055,800,2665,8,57,85
63,63,51,751,1240,847,996,828,2697,8,57,85
62,57,54,812,1227,906,1025,732,2827,8,57,85
53,65,52,783,1236,872,1046,728,2871,8,57,85
59,60,52,826,1283,838,1059,901,2828,8,57,85
59,64,52,791,1238,886,1027,835,2757,8,57,85
59,62,53,808,1220,871,1035,735,2772,8,57,85
59,53,54,783,1196,873,967,782,2627,8,57,85
60,64,51,823,1215,881,964,706,2705,8,57,85
57,60,51,790,1164,888,1016,776,2755,8,57,85
48,63,64,803,1273,904,1069,793,2673,8,57,85
53,54,59,771,1190,821,1056,770,2602,8,57,85
57,65,57,813,1119,871,1055,705,2697,8,57,85
59,65,54,718,1027,881,1008,736,2534,8,64,96
64,64,55,817,832,878,1031,723,2700,8,64,96
62,60,54,707,661,903,1024,901,2808,8,64,96
58,61,53,369,777,897,995,924,2607,8,64,96
56,58,61,265,811,906,1001,933,2601,8,64,96
60,59,58,304,808,863,1006,860,2531,8,64,96
60,59,56,365,795,866,1000,825,2698,8,64,96
58,65,59,442,828,877,1025,881,2716,8,64,96
58,65,54,395,845,888,970,894,2579,8,64,96
60,63,58,376,847,913,1020,771,2577,8,64,96
53,56,54,370,840,908,1012,932,2653,8,64,96
61,52,58,426,809,884,973,895,2458,8,64,96
59,65,53,412,827,889,952,768,2553,8,64,96
60,65,47,435,835,898,955,874,2513,8,64,96
56,47,53,433,852,914,930,872,2578,8,57,85
58,64,58,342,854,916,955,704,2287,8,64,96
58,68,57,411,792,885,930,808,2461,8,64,96
60,59,58,397,823,899,901,693,2419,8,57,85
62,57,54,410,815,848,919,821,2368,8,64,96
60,56,56,438,824,882,919,710,2401,8,64,96
55,60,53,415,828,867,930,580,2483,8,57,85
54,64,51,416,848,876,928,898,2348,8,57,86
55,63,58,414,862,910,951,1210,2284,8,59,89
51,53,63,447,909,946,1011,1319,2012,8,61,91
50,68,61,431,929,945,1004,1572,1601,8,62,92
56,56,61,445,889,966,1543,1399,1281,8,63,94
59,67,51,447,969,954,2023,1523,914,8,64,95
58,56,61,463,977,1165,2401,1469,718,8,57,85
59,63,52,474,990,1454,2433,1302,597,8,58,86
57,49,56,437,962,1745,2498,1057,521,8,60,89
54,64,60,463,964,2285,2243,967,449,8,61,91
53,55,60,489,1216,2469,2192,699,393,8,62,93
57,55,55,521,1405,2741,1678,563,359,8,63,94
58,58,56,486,1781,2749,1492,504,335,8,64,95
59,68,59,440,2179,2563,1067,424,310,8,57,85
59,54,58,655,2549,2411,682,396,289,8,58,87
57,59,52,748,2612,2079,586,373,276,8,59,88
59,55,49,883,2678,1668,509,346,268,8,61,91
59,59,63,1042,2599,1211,442,322,267,8,62,93
59,61,51,991,2443,696,397,301,267,8,63,94
54,63,58,1007,2113,641,363,256,261,8,64,96
57,54,54,926,1734,534,350,281,276,8,57,85
59,56,57,795,1347,455,323,277,273,8,58,87
63,58,56,927,877,429,309,276,279,8,59,88
56,61,55,662,642,401,301,272,291,8,61,91
58,63,49,378,586,373,297,279,290,8,62,93
58,64,52,375,503,357,295,297,305,8,63,95
59,66,56,330,470,341,294,285,323,8,64,96
57,66,60,309,391,323,297,309,407,8,57,86
56,59,57,275,375,316,306,318,636,8,58,87
53,66,56,260,380,324,294,314,848,8,59,89
52,60,57,237,374,321,303,362,1258,8,60,90
58,63,55,235,358,317,332,496,1439,8,62,93
57,47,49,198,349,329,341,711,1771,8,63,95
55,54,49,205,321,337,348,756,2035,8,57,85
56,56,56,220,351,355,383,775,2028,8,58,86
58,69,56,215,362,357,623,1040,2136,8,59,88
63,55,49,220,357,375,772,1087,2369,8,60,89
55,55,53,212,375,354,1104,1051,3114,8,61,91
58,62,55,191,374,552,1253,1325,3467,8,62,93
62,65,59,223,376,669,1247,1396,3575,8,62,93
52,65,58,215,379,608,1321,1258,3291,8,62,93
59,65,59,222,368,639,1184,1159,3595,8,62,93
61,57,53,205,382,704,1303,1349,3356,8,62,93
59,61,55,218,377,852,1196,1136,3480,8,62,93
56,59,56,212,390,1031,1318,1272,3646,8,63,94
55,58,59,221,384,1619,1358,1225,3357,8,63,94
60,55,50,230,373,2170,1378,1266,3683,8,63,94
56,59,56,221,984,2030,1311,1427,3541,8,62,93
61,60,60,216,1524,1937,1407,1437,3398,8,62,93
56,67,55,222,1880,1819,1392,1366,3222,8,62,93
58,55,49,229,2136,1857,1605,1430,3352,8,62,93
59,66,56,202,2049,1991,1449,1639,3436,8,62,92
56,53,54,219,1713,2217,1449,1616,2928,8,61,91
56,67,57,217,1295,2575,1085,1272,2747,8,60,90
60,61,59,212,716,2883,1367,1237,2410,8,59,89
59,67,58,211,394,2841,1217,978,1909,8,58,87
59,64,54,234,370,2081,1674,1072,1893,8,57,86
63,61,53,241,376,1356,2085,821,1899,8,64,96
62,58,56,250,367,876,2520,807,1790,8,62,93
58,61,59,252,381,361,2486,959,1568,8,61,91
54,66,59,252,399,327,1843,1261,1491,8,60,90
61,56,57,253,409,341,1312,1312,1521,8,60,89
61,62,60,268,410,339,1232,1322,1544,8,60,89
56,66,56,273,412,317,1376,1262,1522,8,60,89
55,60,55,270,403,326,1855,1423,1410,8,60,89
56,64,59,235,384,313,1921,1115,1413,8,59,89
61,63,55,246,351,351,2007,1379,1547,8,59,89
57,63,57,242,340,369,1918,1214,1404,8,59,89
61,53,58,208,312,409,2087,1120,1384,8,60,89
58,57,54,210,305,429,2440,1132,1483,8,60,89
57,61,54,211,318,549,2914,920,1562,8,61,91
55,61,52,205,334,635,2595,909,1672,8,61,91
57,57,56,211,335,693,2839,872,1589,8,61,91
57,66,54,194,342,818,2749,881,1480,8,61,92
59,53,55,182,361,715,2832,872,1594,8,61,92
56,52,54,173,414,857,2835,850,1645,8,61,92
54,63,55,169,451,1243,2736,813,1553,8,61,92
59,58,60,216,449,1362,2475,712,1598,8,61,92
57,65,62,246,454,1319,2658,658,1571,8,61,92
57,63,58,244,457,1502,2400,740,1734,8,61,92
59,55,52,245,469,1430,2560,679,1434,8,61,92
56,59,56,248,469,1089,2814,740,1596,8,61,91
57,57,55,255,455,948,2798,819,1527,8,60,89
55,61,55,271,447,884,2442,958,1489,8,59,88
59,64,54,219,442,490,2280,1449,1200,8,58,86
57,59,65,192,424,453,1666,1668,1032,8,57,85
60,68,57,203,414,405,838,2154,717,8,64,95
59,59,52,260,389,406,766,1758,789,8,63,94
62,65,53,308,376,402,484,1641,1456,8,62,92
57,63,49,370,415,408,401,1231,1894,8,61,91
54,60,57,716,479,389,396,569,2661,8,58,87
56,60,60,1104,738,368,379,508,3098,8,57,86
57,59,56,1050,1230,353,381,457,2582,8,57,85
64,56,59,1104,1342,343,373,400,2367,8,57,85
56,57,52,1073,1321,352,365,394,2456,8,57,85
55,63,52,1068,1264,332,376,354,2436,8,57,85
57,59,57,969,1229,350,362,381,2449,8,64,96
60,59,50,1017,1077,384,349,384,2438,8,64,96
59,57,56,1016,964,357,322,384,2332,8,64,96
61,62,54,1068,717,315,310,380,2442,8,64,96
53,64,52,531,450,283,282,392,2160,8,64,96
55,59,51,130,382,282,260,359,2367,8,64,96
56,56,56,156,401,286,209,372,2263,8,57,85
59,54,51,156,374,279,210,344,2387,8,57,85
53,68,54,160,359,277,195,316,2243,8,57,85
59,52,57,157,345,279,218,357,2334,8,64,96
54,64,58,173,334,259,206,380,2293,8,64,96
63,56,61,200,357,274,216,349,2096,8,64,96
53,56,58,201,341,267,196,344,2201,8,64,96
55,53,50,212,342,272,208,338,2365,8,64,96
56,48,52,205,336,257,210,368,2166,8,64,96
58,58,54,197,327,270,213,340,2314,8,64,96
53,49,56,180,339,270,222,387,2292,8,64,96
57,59,57,223,343,261,214,377,2376,8,64,96
61,63,59,230,362,272,195,316,2324,8,64,96
59,58,54,185,340,276,195,476,2229,8,64,96
57,59,53,173,383,282,219,421,2238,8,64,96
60,58,59,150,415,296,229,376,2256,8,64,96
55,61,50,267,405,282,281,425,2277,8,64,96
49,53,52,1060,565,294,299,379,2413,8,64,96
57,57,56,1073,758,322,321,329,2382,8,64,96
58,62,51,1063,968,380,337,365,2418,8,64,96
57,57,62,1090,1054,382,348,427,2319,8,64,96
56,57,59,1059,898,376,354,403,2472,8,57,85
57,50,51,1082,639,377,359,503,2742,8,57,86
56,57,53,824,477,400,360,538,3122,8,59,88
57,56,52,385,420,374,374,745,2805,8,60,89
55,60,53,317,380,379,386,1451,1910,8,61,91
56,65,55,257,378,400,536,1813,1485,8,62,92
60,62,53,198,395,397,811,1845,844,8,63,94
62,57,51,196,397,408,924,2131,723,8,64,95
54,61,55,229,388,426,2026,1563,973,8,57,85
59,63,57,260,412,614,2149,1268,971,8,58,86
56,61,53,246,419,846,2610,956,1408,8,60,90
58,66,60,227,452,975,2901,736,1377,8,61,91
63,64,58,255,487,1778,2194,595,1593,8,62,93
60,55,47,269,571,2488,1742,787,1720,8,63,94
57,58,58,255,815,2927,1171,679,1426,8,64,96
59,62,55,219,958,3026,879,1246,1454,8,57,85
61,68,56,197,900,3124,819,877,1565,8,58,86
58,63,52,239,942,3124,784,1064,1410,8,58,86
53,58,55,220,873,3060,702,1091,1512,8,58,86
59,63,50,227,922,3090,761,945,1573,8,58,86
63,60,51,233,903,3153,829,1059,1697,8,58,86
59,52,57,235,899,3151,788,979,1607,8,58,86
59,60,52,225,926,3232,794,1152,1661,8,58,86
53,69,58,225,943,3127,746,1061,1532,8,58,86
61,58,53,256,863,3176,842,1075,1531,8,58,86
56,65,59,250,780,3294,813,965,1518,8,58,86
57,60,55,258,813,3269,860,1022,1739,8,58,86
56,53,58,257,868,3203,949,912,1725,8,58,86
59,56,50,249,819,3223,944,972,1804,8,58,87
58,60,53,257,1204,3088,950,1012,1681,8,58,87
60,63,55,253,1640,2647,1051,1002,1942,8,59,89
57,67,62,259,1837,2525,1088,802,1883,8,59,89
58,61,55,251,1698,2537,1037,956,1934,8,59,89
54,54,61,265,1979,2413,1065,950,1857,8,59,89
52,68,62,262,2123,2341,1030,965,1863,8,59,89
58,54,51,239,2184,2170,922,1035,1978,8,60,89
60,55,56,243,2353,1980,717,1051,1942,8,60,89
60,43,63,232,2476,1777,1066,929,1899,8,60,89
57,59,55,324,2476,1649,1035,965,2079,8,60,90
58,56,50,442,2601,1430,1082,915,1645,8,60,90
56,51,58,527,2590,1305,1170,938,1674,8,60,90
59,64,55,459,2850,1142,1543,791,1909,8,60,90
55,54,57,645,2626,857,1565,870,1992,8,61,91
57,61,47,605,2768,968,1547,1050,2364,8,61,91
56,55,47,442,2883,1029,1495,902,2660,8,63,94
58,56,59,979,2073,1112,1752,944,3060,8,64,95
58,65,53,1404,1292,1496,1522,1108,3290,8,57,85
55,55,60,992,1044,1748,1539,1315,3089,8,58,86
60,62,57,518,1263,1749,1525,1603,2529,8,59,88
56,60,50,369,1366,1935,1451,2095,2237,8,60,89
57,59,45,364,1541,1784,1941,2060,1558,8,61,91
56,58,47,493,1790,1746,2108,2268,1544,8,63,94
57,51,54,609,1524,1857,2555,1607,1477,8,64,95
57,53,61,493,1786,1748,2795,1351,1134,8,57,85
59,61,62,432,1834,2205,2952,1034,1061,8,58,87
58,54,49,872,1775,2355,3258,613,980,8,59,88
62,65,64,684,1849,2665,3067,864,940,8,60,90
58,54,56,640,1777,3120,2446,827,952,8,61,91
56,61,52,525,2214,3395,2144,931,847,8,62,93
63,60,53,661,2148,3527,1594,941,836,8,64,96
57,63,55,749,2593,3296,1428,982,799,8,57,85
57,57,55,775,3142,2757,1342,921,853,8,58,87
60,52,57,708,3566,2530,1348,866,1125,8,59,88
61,47,61,806,3561,2378,1280,884,1359,8,60,89
48,60,57,770,3490,2329,1253,886,1339,8,60,89
58,59,59,750,3303,2346,1249,861,1348,8,60,89
55,61,55,836,3448,2346,1190,845,1287,8,60,89
58,53,55,769,3518,2333,1200,853,1300,8,60,89
59,65,56,814,3450,2244,1208,859,1265,8,60,89
56,52,54,811,3347,2416,1243,874,1280,8,60,89
56,56,54,834,3588,2446,1284,883,1344,8,60,89
57,53,48,660,3488,2346,1232,880,1365,8,60,89
50,54,67,750,3457,2281,1190,852,1268,8,60,89
62,53,65,738,3526,2226,1144,808,1265,8,60,89
59,62,54,762,3441,2096,1089,786,1304,8,60,89
57,61,56,1041,3487,2048,1041,781,1290,8,60,89
61,56,49,895,3376,1772,975,717,1264,8,60,89
56,63,55,874,3706,1846,970,709,1303,8,60,89
56,54,55,983,3612,1743,880,662,1135,8,60,89
56,59,60,1053,3501,1696,862,630,1281,8,60,89
53,62,51,1066,3517,1673,776,600,1255,8,60,89
51,60,52,897,3529,1596,779,587,1206,8,60,89
59,50,57,989,3375,1555,768,575,1283,8,60,90
59,56,58,1077,3264,1441,712,561,1174,8,60,90
62,56,52,1235,2995,1184,666,551,1569,8,61,91
55,55,60,1311,2582,1041,608,596,1602,8,62,93
60,52,52,1320,2038,857,570,604,1492,8,63,95
59,56,56,1094,1634,750,557,735,1224,8,57,85
61,62,62,767,1359,711,463,827,1196,8,58,86
57,73,55,699,1154,662,661,850,789,8,59,88
61,62,49,566,898,622,841,765,738,8,60,89
58,60,53,443,821,595,893,1007,543,8,61,91
58,58,56,436,751,634,1321,677,408,8,62,92
63,52,53,423,698,698,1573,831,470,8,64,95
62,57,60,444,675,846,1435,715,576,8,64,96
52,57,56,457,652,893,1623,702,627,8,64,96
54,68,58,410,671,876,1784,691,627,8,64,96
53,59,62,425,660,928,1616,695,592,8,64,96
52,57,57,416,630,1003,1543,638,593,8,64,96
58,66,47,384,627,1119,1603,555,603,8,64,96
53,58,55,382,616,1172,1557,447,602,8,64,96
60,53,62,373,613,1277,1414,382,603,8,64,96
59,55,59,367,613,1390,1406,277,624,8,64,96
56,58,52,370,659,1458,1427,218,667,8,64,96
55,61,57,346,661,1490,1385,202,647,8,64,96
56,64,58,347,668,1503,1263,205,653,8,64,96
55,62,59,329,696,1524,1182,251,665,8,57,85
54,63,53,327,763,1690,904,335,704,8,57,86
61,60,57,339,777,1937,576,454,756,8,58,87
56,58,56,353,1142,1939,191,614,811,8,59,88
56,59,58,374,1401,1225,345,657,887,8,60,90
56,65,60,378,1603,1026,422,639,911,8,62,93
55,53,52,452,1868,611,579,765,1014,8,63,95
60,55,59,620,1882,332,634,844,1041,8,64,96
59,56,50,791,1444,451,676,880,1071,8,57,86
58,63,58,642,1184,555,695,965,1588,8,58,87
59,63,55,755,831,633,806,838,2127,8,59,89
61,68,50,722,842,591,820,925,2188,8,60,89
53,58,49,701,846,613,798,925,2164,8,60,89
61,53,51,741,850,626,763,987,2180,8,60,89
63,62,48,707,805,625,786,927,2157,8,60,89
59,55,53,680,884,614,786,892,2200,8,60,89
57,63,54,649,812,616,778,934,2196,8,60,89
61,59,54,719,881,638,790,912,2247,8,60,89
48,59,52,726,868,637,783,1005,2174,8,60,89
57,60,57,739,867,631,790,1011,2217,8,60,89
60,62,59,724,827,614,777,949,2154,8,60,89
62,60,57,720,886,615,769,944,2146,8,60,89
60,62,60,714,833,620,767,908,2091,8,60,89
57,63,52,749,858,621,778,928,2251,8,60,89
55,70,56,649,830,636,813,924,2070,8,60,89
58,68,54,740,891,624,788,975,2145,8,60,89
61,63,58,725,852,606,775,955,2230,8,60,89
56,68,59,684,867,625,776,940,2137,8,60,89
